uniqueID,drugName,condition,review,rating,usefulCount,sentiment,score,prediction
28133,lexapro,anxiety,works great for gad.  i fought my feelings for years and just toughed it out.  i found myself drinking to ease my symptoms.  the drinking helped turn my brain off for the night  but the feelings just came back the next day.  finally told my doctor about my symptoms and was prescribed lexapro.  within    hours the anxiety was dramatically reduced  no excessive sweating  mind racing  etc.  this drug is a god send.     mg works best for me  tried    but couldn      t feel the difference.  now just have to deal with the drinking.,10,56,1.2,9.127329014613874,9
25966,lamisil,"onychomycosis, toenail",this pill works wonders. it      s been a couple of weeks and i can definitely see significant improvement in the overall health of my nails! i would recommend this given that liver functions are normal before taking this.,10,56,5.0,9.127329014613874,9
180866,solodyn,acne,this product has worked very well for me. i have been on it for about a year now and they recently upped my dose to get rid of some of the very small bumps on my nose. honestly this is the best product i have ever used. my advice: you should give it a try.,10,56,1.5,9.127329014613874,9
121643,venlafaxine,generalized anxiety disorde,my doctor started me out on the   .  and now i am on    mg.i love my venlafaxine and i love my doctor. for the first time i feel hopeful i don      t feel stuck in my head all the time. most of all don      t sit around with my body all tensed up jaws clenched.i used to stay sore from tensing up. not waking up scared and wired anymore i am getting my life back if i stay on this for life i am good with that.,10,56,1.0,9.127329014613874,9
104025,ethinyl estradiol   levonorgestrel,birth control,i was so scared to start this pill because of all the negative reviews  so glad i started anyways!  i had been on the mirena for   years and didn      t want another so my dr prescribed me these. first  they were free under my insurance. i have not gained any weight and have had zero side effects! other then making sure to remember to take them  it has been a painless transition. don      t be scared of the bad reviews  what works for some may not work for others! these have been great!,10,55,1.6,9.116140925057643,9
161716,remeron,depression,remeron has helped me in a great deal. it has helped me sleep which was non-existent for such a long time and i can finally function during the day.  whoever created remeron needs to be congratulated because nothing and i tried almost everything imaginable to sleep  has made me be able to get some rest. my physical health has benefited from the rest a great deal.  the only side effect i have gotten is hunger at night when i take it but it is a very small price to pay that can be fought off.  i have not gained any weight but i do get hungry easily though.  i am on   mg and it is wonderful  i can sleep and then get up and actually want to do things.  i am on it with cymbalta which helps with my fibromyalgia. i highly recommend it.,10,56,7.0,9.127329014613874,9
135714,intuniv,adhd,my son started this   weeks ago. it has been a miracle. he has adhd  bipolar    odd  and being tested for tbi. this has made his impulsivity manageable . we have had no side effects. we have stayed at   mg. we are on quite a few other medicines also. but since we have started this medicine we have not had any cpep visits or inpatient stays. prior to this medicine in   year we had   inpatients and    cpep. his other medicines worked but we could not stop his impulse factor which was putting his life in danger. i have my son back we can actually have a conversation again.,10,56,1.0,9.127329014613874,9
113440,bisacodyl,bowel preparation,i have used the product over   times now  and it has worked like a charm each and every time. i take    and drink about    oz of water. i take   because i      m a     lbs. take it on a sunday afternoon  don      t make any plans to leave the house  and by the evening it      s all done. i usually end up going to the bathroom  -  times. first   are usually soft movements  any after that it      s just getting rid of the excess water. i think people that are getting bad craps is they are not taking enough water with it. try more water  see if it helps! i have had zero side effects using this product.,10,56,1.67,9.127329014613874,9
99337,doxylamine,insomnia,i have had my battles with the inability to stay asleep of    or    years.  go to sleep just fine but wake up at the   hour interval and cannot get back to sleep.  i would get very tired during the day - it was terrible.  i heard of this at costco and started taking  /  tab per night.  bang!    hours of great sleep!!!  i don      t have drowsiness and feel like i used to.  it doesn      t know me out - i can wake up to go to the bathroom. ( i am over    and a guy) but i go right back to sleep.  love this stuff.  i hope it      s not bad for ya because i need  good sleep.,10,55,1.2,9.116140925057643,9
95124,guanfacine,adhd,i started my son on guanfacine  mg at night. he was  . this is after trying a prozac/ clonodine mix to treat his adhd  which i hated because all my kid did was sleep. with the guanfacine  which is the generic for intuniv  he is doing great!! the  mg at night didn      t work well though. after all the adjustments i made  i ended up giving him a   mg in the morning and a   mg at night. this combo works great and my kid does not sleep all day. in fact  he hardly naps-he has made friends in school and is doing great!!,10,55,3.0,9.116140925057643,9
13946,bydureon,"diabetes, type 2",have been on bydureon for   months. it is also the first medicine i      ve been given for type   diabetes.  i was gaining weight  my blood sugar was out of site  and my a c was sky high.  since i started using bydureon  my a c went from    to   in   weeks.  in   months it has gone to  . .  i am never hungry. i was a sweet eater but now i can hardly stand sweets.  i have lost    pounds in    /  months.,10,55,1.5,9.116140925057643,9
127621,phentermine,obesity,i      ve been on adipex for    months now and i      ve dropped     pounds! i didn      t exercise only took the pill and cut out everything bad (even though it taste good  doesn      t always make it healthy for you) eating wise. sugar  flour  bread  pastas  fastfood  and even eating after a certain time. i started eating healthy snacks every two hours  ( egg whites  cottage cheese  bag of steamers vegetables  lots of chicken  belvita snacks  carrots and peanut butter etc and drinking lots of water! do this and i promise you      ll drop weight immediately.,10,55,1.67,9.116140925057643,9
228773,alprostadil,erectile dysfunction,we      re very happy!!  it works great.  first time nothing happened.  i have used it   times.  paid big bucks for it but have no regrets,10,54,1.5,9.104662235772675,9
140230,asenapine,bipolar disorde,i love saphris.  best thing that ever happened to me.  no other medicine compares.  down side  it      s so expensive.  i get samples from my psychiatrist  but i will be moving out of state soon and i am so afraid i won      t be able to afford saphris.  it      s the only medicine that gave me the least amount of side effects and lets me lead a normal life.,10,54,1.33,9.104662235772675,9
177357,duloxetine,depression,"we all have challenges in life. i suffer from ptsd and depression. over the years i have tried a few different medications. my fantastic physican based in phoenix  az recommeded cymbalta. it has really made a positive difference in my life.

i have noticed that i      m doing a lot better in life. first my body pains have decreased. followed by i      m more happy and positive. i      m more active in the local community through my commitment to a couple different volunteer organizations.

if it wasn      t for my caring and magnificent physican and np i wouldn      t be where i      m at today. i      m grateful for their support and on how well cymbalta works. my quality of life has improved. thank you for your time.",10,54,2.17,9.104662235772675,9
162524,rifaximin,hepatic encephalopathy,my husband      s thought process has improved greatly. he also has more energy and less depression. he feels better.,10,51,1.0,9.068364758844542,9
37263,vyvanse,adhd,vyvanse is not like any other adhd med out there. it is better! a lot better! i does not matter how much vyvanse you take  your body will not let the amphetamine level go any higher than it can process it. this gives you control. vyvanse is a spark  it lets you chose what to focus on  rather than make you hyper and euphoric like other adhd meds do. why it does not work for some people? because most people fail to use adhd meds accordingly! no med is a  quot magic bullet. quot  for those of us who actually have adhd and have tried absolutely everything (healthy diet  good night sleep  exercise  multivitamins etc.)  vyvanse is the  quot missing piece to the puzzle!,10,52,3.33,9.080786562059949,9
185708,saxenda,obesity,started saxenda   days ago today  initially weighed    .  and i      m down to    .  lbs  so ten pounds! i am so excited  i      ve been to the gym  x this week  eating less than      calories a day  have had no desire for sweets or sugary sodas.. which were my two main vices.  really happy with my results thus far.  have been lucky to not have any major side effects  some random stings at injection site  slight constipation and maybe    seconds of nausea here and there.  just increased to the  .  dosage... ready to see where this will take me.,10,52,1.25,9.080786562059949,9
2382,dalmane,insomnia,i have only been on dalmane for a few days  actually only have needed to take it like three times (not in a row) because it is so powerful that im actually tired in the morning  but a good kind of tired....    restoril i would wake up between  - am wide awake like i slept for    hours when it had only been   hours!  i like the fact that i do not need to take it everyday which is an added benefit for me! and i agree with the previous posts  it does give me a calmer effect in the mornings.  i actually sleep throughout the whole night  and i do not have a  quot blackout quot  effect that i have with other sleep rx      s   where i do not remember what happened during the night if i did anything....   not my thing!!!    i had no idea it was an old medication.,10,52,2.0,9.080786562059949,9
102817,aripiprazole,schizophrenia,excellent i don      t hear voices. i feel normal.,10,52,1.0,9.080786562059949,9
94907,abilify,depression,i have been on effexor xr     mg and valium   mg for   years and in the last year or so started getting more depressed again.  i went on abilify   mg   weeks ago and feel like living again.  i went out and did errands and visited and shopped for   days in a row which was nearly a miracle.  the doctor raised it to   mg yesterday and so far i feel fantastic!  i sure hope it lasts!,10,51,1.5,9.068364758844542,9
32316,lisinopril,high blood pressure,i see people stating their bad experience with this drug  but more people should share their positive experience.  i was originally prescribed amlodipine. number   - it didn      t work. number   - side effects were horrible - chest pain  tinnitus  you name it - made me feel horrible.  after   months i asked the doctor to be switched to lisinopril hctz       . .  after only the first pill  my blood pressure was totally normal  for the most part sticks right around    /  .  and i feel so so much better.  i      ve been taking this for over   months now - love my blood pressure readings and definitely no side effects.  it is so nice to feel normal again. as my blood pressure tended to spike early am i take this at   pm every night - works best for me.,10,51,1.33,9.068364758844542,9
200203,varenicline,smoking cessation,have been smoking for    years my cigarette intake had crept up to   -  . i      ve never really thought about stopping but had a medical scare and thought right that      s it ! started champix   days ago  i am truly amazed they are magic  i actually stopped smoking on day   not even wanting one no cravings. it      s as if i have never smoked at all i just can      t explain it. i would say the only side effect i      ve had is constipation. if you have any doubt about this medication don      t they actually work. amazing.,10,51,1.0,9.068364758844542,9
61105,xifaxan,hepatic encephalopathy,my husband      s thought process has improved greatly. he also has more energy and less depression. he feels better.,10,51,1.0,9.068364758844542,9
116307,adalimumab,ankylosing spondylitis,"i      m not one for hyperbole but genuinely think its a miracle.
i      ve just had a proper good sneeze. full inhalation  full       james brown        quot owwww! quot  at the end.
first time in over a year not been halted mid-sneeze by the pain of the inhalation or having had to control the sneeze to a mild       heeewwwwww-ouch      
sounds ridiculous to those who      ve never felt that way  but in addition to the normal yada-yada-yada of  being able to stand up and walk etc a proper sneeze or laugh or cough is priceless.",10,53,1.25,9.092881475717054,9
160003,tamoxifen,breast cance,the wisest decision i can share is changing when i take the tamoxifen.  i decided that sleep was imperative in order to deal with the side effects. i take the tamoxifen during the day i live in ca so temp- wise this is a good thing to do. running hot is an understatement. skin and hair have taken a hit as the hips have improved.  suspect no juice to connective tissues is the reason also arthritis has shown up in both knees.  one perk? evenness of mood after   years.  my    rating?  no recurrence as of  .  years.,10,51,1.33,9.068364758844542,9
158779,methylphenidate,adhd,i just started taking concerta again and i have noticed big differences in my attention span and being able to focus more. i was on it for quite some time when i was younger and then wanted to come off of it in the   th grade. now several years later i asked to go back on it and i noticed big changes in school and i thank god for this drug to help me get back to a somewhat normal state.,10,51,1.0,9.068364758844542,9
42101,cosentyx,plaque psoriasis,i have had psoriasis for    years   on my scalp and body.  i have tried every cream   ointment   pill and quite a few shots. so when my doctor suggested trying cosentyx   i wasn      t exactly thrilled to have to give myself shots again. but i tried it and after just the first month i could finally see my knees  i didn      t have to apply and creams  ointments or scalp oils. every last bit of my psoriasis was cleared     %  i couldn      t believe my eyes   i  was amazed!!!!    years of putting on scalp oil  with a shower cap on and going to bed embarrassed next to my husband  and now i can get out of the shower  style my hair and go   no more shower caps!!  i know every medicine works differently for every person   but you have to give it a try!,10,51,4.0,9.068364758844542,9
204775,cyproheptadine,anorexia,"this medication is phenomenal!! i      m    and i was only about    pounds  which was a problem for me. but then my doctor prescribed me with this pill and it totally changed my life!!! in about   weeks i was    pounds... i was so happy!!! i definitely recommend this pill if you are trying to gain weight. although it will make you sleepy it      s still very helpful because i do have trouble going to sleep at night!!! i am in love with this pill  and it has definitely changed my life!!!!
",10,51,2.0,9.068364758844542,9
152292,ciprofloxacin,urinary tract infection,oh man thank god for this drug!!!!!! i literally just realized i have a uti and i      m out of the country  but i have ciprofloxacin with me. i can tell i only just developed the uti since symptoms weren      t unbearable yet. within the last    minutes since taking the pill i already have some relief. i      m concerned about the possible side effects after reading these reviews  but honestly i feel like anything is better than a uti.,10,51,1.0,9.068364758844542,9
55948,effexor,depression,this medication works so well. the depression just goes away  and stays away. i wouldn      t and don      t ask for anything else.,10,51,1.0,9.068364758844542,9
120730,norvasc,high blood pressure,  /f i went to the cardiologist  /   because  my heart was racing at like   -    on a daily basis. my bp when i got there was    /   . mixture of white coat syndrome and an ibs episode i was in the middle of  plus whatever else is the cause of my hbp.  dr said go to the er! i declined. he did an ekg and all was fine. dr prescribed   mg of norvasc and coreq. i went home and took my bp it was    /   . took  mg of norvasc and   mg toprol i was already on. bp came down to about    /   in about    hours. pain by my pancreas for    hours a few days into it. feet and ankles swollen like balloons.  /   on   mg my bp averages around    /    feet still swollen by night. feeling a lot better. finally  something that works for me. no other side effects,10,51,1.0,9.068364758844542,9
105257,carbamazepine,bipolar disorde,i was depressed and in bed for   years until i was diagnosed with bi polar. i am now   months with tegretol  out of bed and am enjoying life like never before. it has been a miracle for me.,10,52,1.5,9.080786562059949,9
103746,dexedrine,adhd,i have been on dexedrine xr     mg in morning for    years and i don      t know what i wound do without it. when i go a day with it i just can      t seem to get my everyday living done i feel scatter brain my thoughts don      t make sense some time and i feel like my brain cant keep up with itself and that is no way to live. i      m so thankful for this medicine because without i don      t know where i would be in life. ,10,52,1.0,9.080786562059949,9
91241,botox,overactive bladde,i have had botox injections often over the past three years. for me they last about six months. my doctor performs the injections under general anesthesia so i don      t feel a thing except for the iv that is the worst part for me. i have only gotten one uti from the injections. i have multiple sclerosis  the doctor i have is knowledgeable about ms. we tried four different meds which didn      t work. i have good luck with the injections so i plan on sticking with them.,10,52,1.33,9.080786562059949,9
70322,zofran,nausea/vomiting,i took this medication when i had stomach flu and i was so thankful to have it!  it worked quickly and efficiently to stop the nausea and therefore the vomiting.,10,52,1.5,9.080786562059949,9
80753,atropine   hyoscyamine   phenobarbital   scopolamine,irritable bowel syndrome,i have used donnatal for over   years mainly for irritable bowel syndrome.  it works every single time i have a flare-up like nothing else i have ever taken.  hands down the best medication in my opinion.  no side effects  reduces sweating but that also helps me since i tend to sweat a lot.  it also has helped me with anxiety as well as during weaning from opiate medications.  great medicine.  only con is that not all pharmacies carry it anymore.  ,10,53,1.17,9.092881475717054,9
202742,hydroxychloroquine,systemic lupus erythematosus,male    who has been on this drug for    years.  without it my life as i know it would be gone!  took about  /  months to fully work and change my blood chem. back to normal as it was way out.  dsdna rate last check was down to   .  now i travel the world in remote areas  walk more than   miles in the jungle heat and feel like my old self (well as much as i can being another decade older)  -),10,53,3.0,9.092881475717054,9
191358,lisdexamfetamine,binge eating disorde,i started taking vyvanse about   months ago and i have never felt better in my whole life.  i have no interest in food when i have it in my system for about   hours  but what i do to keep myself healthy and not having my blood sugars go high and low  is to eat breakfast and then have some fruit in the afternoon. then i make myself a regular dinner. it is healthy  good food in portions. i don      t eat out anymore  which is a big help  since that is where you eat too much food that is too high in fats and sodium.  eat a lot food with protein  so you fill up. as a dessert at night  i eat an ice pop  so i get that sweet taste.  not only have i lost    lbs. but  i feel healthier and energized. also my depression is gone.,10,53,1.25,9.092881475717054,9
37132,vyvanse,binge eating disorde,i started taking vyvanse about   months ago and i have never felt better in my whole life.  i have no interest in food when i have it in my system for about   hours  but what i do to keep myself healthy and not having my blood sugars go high and low  is to eat breakfast and then have some fruit in the afternoon. then i make myself a regular dinner. it is healthy  good food in portions. i don      t eat out anymore  which is a big help  since that is where you eat too much food that is too high in fats and sodium.  eat a lot food with protein  so you fill up. as a dessert at night  i eat an ice pop  so i get that sweet taste.  not only have i lost    lbs. but  i feel healthier and energized. also my depression is gone.,10,53,1.25,9.092881475717054,9
229533,lurasidone,schizophrenia,one day at work i felt an explosion in my head after that i thought that undercover cops were watching me following me couldn      t sleep at all eventually had a psychotic break checked in to psycho ward released and prescribed zyprexa. after gaining about    pounds and feeling like a zombie i tried latuda within a couple weeks started to feel better. i had much more energy sleeping a normal  -  hours wakeing up refreshed and ready to take on the day confidence back able to go out in public.after a few months with an active life style all the weight i had gained on zyprexa fell off. normal again great.  side effects: memory loss dry mouth. dose:   mg night,10,53,1.43,9.092881475717054,9
202794,loperamide,diarrhea,best otc medicine available  with the least side effects (maybe a little sleepy).  great to take traveling!,10,53,3.0,9.092881475717054,9
183130,cymbalta,major depressive disorde,i have been taking cymbalta for several years now. it works great for me. if i don      t take it i cry. i take   mg/day. it helps with my fibromyalgia also. i had tried many other medicines like lexapro and nothing else worked for me.,10,53,1.67,9.092881475717054,9
5049,belviq,obesity,woman of cuban and puerto rican heritage          and     pounds. i wish i could say this was genetic but i just always seemed to be famished and liked my sweets. i have seven months experience and am    pounds lighter. i started with diet but once the pound came off i got excited and started biking after the first month to speed things up. side effects few headache and i was tired initially. now i sleep easily and don      t get tempted by pretty much anything.,10,53,1.25,9.092881475717054,9
92221,lyrica,ibromyalgia,lyrica has helped my pain from fibromyalgia immensely. it helps better than anything i      ve tried including narcotic pain medicines. i      ve had fibromyalgia for   years now and lyrica is by far the best option for fibro pain. i take    mg twice daily and    mg once daily. (it really helps me to take   mg of flexeril at bedtime too but build a tolerance first). the combination sets me up for a pain-free day. when starting lyrica  it does cause a feeling of imbalance  weight gain  and water retention but after about a week or two the side effects go away. i am so grateful for lyrica. it has improved my quality of life exponentially and i don      t feel all doped up as the narcotics make me feel. thank god for lyrica!,10,53,1.14,9.092881475717054,9
27623,ivermectin,head lice,wow. it worked great. so easy to use and my kids hair looked and smelled awesome afterward. for me it was worth the copay on my insurance. other moms i talked to had such a hard time with nits. i      m so glad i called the doc!,10,53,2.0,9.092881475717054,9
19779,pregabalin,ibromyalgia,lyrica has helped my pain from fibromyalgia immensely. it helps better than anything i      ve tried including narcotic pain medicines. i      ve had fibromyalgia for   years now and lyrica is by far the best option for fibro pain. i take    mg twice daily and    mg once daily. (it really helps me to take   mg of flexeril at bedtime too but build a tolerance first). the combination sets me up for a pain-free day. when starting lyrica  it does cause a feeling of imbalance  weight gain  and water retention but after about a week or two the side effects go away. i am so grateful for lyrica. it has improved my quality of life exponentially and i don      t feel all doped up as the narcotics make me feel. thank god for lyrica!,10,53,1.14,9.092881475717054,9
76055,benadryl,nausea/vomiting,i use it for nausea.  it works wonders for me.,10,53,1.5,9.092881475717054,9
159608,insulin inhalation  rapid acting,"diabetes, type 1",thanks to sanofi for giving me such a great product. its doing miracles. no more needles - this is much much better than traditional insulin. i have been using it for more than   months and i absolutely love it. i would highly recommend my diabetic friends to talk to your doctor about this. the only down side if you should have good lungs- no cancer etc . i am super excited . wish you all luck.,10,53,4.5,9.092881475717054,9
50499,gabapentin,peripheral neuropathy,i suffer from paresthesia in both arms  sciatica and anxiety/ptsd. i am currently taking     mg gabapentin/day. results have been amazing. numbness and tingling in arms reduced by   %  sciatica pain gone and as a bonus  the sedating effects are incredibly effective for my anxiety. also has improved the quality and quantity of my sleep. the biggest side effect which if gets worst i will discontinue gabapentin is the weight gain. i gained    pounds in   weeks. slight blurry vision. great medicine overall with some mitigating side effects.,10,52,1.0,9.080786562059949,9
57006,saliva substitutes,xerostomia,outstanding product. works really well. easy to use. worth every dollar.,10,52,3.0,9.080786562059949,9
34456,bystolic,high blood pressure,i am a    year old male. i did not have a heart attack but did get three drug coated stents. since i started taking bystolic there has been a big improvement in my life. blood pressure was controlled and i do not need a nap at  pm every day. thank you bystolic.,10,73,1.0,9.281864501609334,9
58939,chlordiazepoxide   clidinium,irritable bowel syndrome,i have taken librax for    years and it worked better than anything i had tried. i just found out medicare formulary does not include it.  i am learning why i started taking it years ago-  my ibs is back at full strength!  i did flunk a drug test once when the mro refused to accept the prescription as the cause.  he said it was not the correct benzodiazepine  but it was.  a different doctor overrode his decision.,10,47,1.5,9.015128459349944,9
158024,accutane,acne,i had cystic nodular acne on my face  back  and chest. i      ve tried every acne medication under the sun!! accutane worked great and i could tell a difference within a month of using it. it      s been   years since i took it and i      m still all clear. i would recommend accutane to anyone with acne.,10,73,4.0,9.281864501609334,9
165049,phentermine   topiramate,weight loss,i started qsymia on the   th of february       i      m   quot   and was weighing    . i weighed myself thursday march  th and lost   lbs. the only side effect i get is dry mouth so i drink lots of water. i totally cut carbs  sugars  and soda. i      m excited to start the  .  mg tomorrow i will keep you posted. i was at borderline for diabetes and sure don      t want to be diabetic. i      m total loving this medication.,10,117,1.0,9.507564229674973,9
100991,plecanatide,chronic idiopathic constipation,"works as promised with no side effects. 
bm starts right away. acts fast.",10,119,4.0,9.514499944749971,9
187180,tricor,hypertriglyceridemia,in   weeks my triglycerides dropped     points from     to     and cholesterol dropped     points from     to    .  my hdl increased   points from    to   .  no side effects so far.  i hope it continues like this.,10,118,1.0,9.51105668194678,9
27314,fenofibrate,hypertriglyceridemia,in   weeks my triglycerides dropped     points from     to     and cholesterol dropped     points from     to    .  my hdl increased   points from    to   .  no side effects so far.  i hope it continues like this.,10,118,1.0,9.51105668194678,9
146638,tamsulosin,benign prostatic hyperplasia,i found flomax very effective for increasing the size of my urine flow  and taking away the uncomfortable pressure i felt moments before urinating. i take the lower dose of . mg  and have found that taking it every-other day is as effective for me as taking it daily.,10,118,1.0,9.51105668194678,9
201453,zoloft,panic disorde,"hi all i      ve been on sertraline for just over   weeks started out on   mg then   mg then worked my way up to    mg. i had 
every side affect going but i did not give up i suffered from severe anxiety  could not leave the house  my husband had to take time off work to look after me  but now i am nearly back to my old self  going out  if you are just starting out on sertraline please please give it time to work and hold on in there it will get better .",10,118,1.0,9.51105668194678,9
55486,belviq,weight loss,i have been on belviq for   weeks now. the only side effect i have had is a few hours of dry mouth on the first day. no other side effects since. i am now eating much less than normal and am not hungry. it works great at making you not want to eat. i have lost   lbs and am not even trying. great medicine for those who can      t lose weight on their own!,10,117,1.0,9.507564229674973,9
8959,viagra,"sexual dysfunction, ssri induced",i      m    years old and split    mg in half.   mg is strong enough..erection last for hours and maintain    % after ejaculation. its the best medicine out there. highly recommend.,10,117,2.0,9.507564229674973,9
229030,tadalafil,erectile dysfunction,my husband just turned    and started having some erectile dysfunction issues. he      s doctor recommend cialis. i want to shout from a mountain top how wonderful it is.  my husband is back and we are both generally much happier.,10,117,2.0,9.507564229674973,9
25177,diovan,high blood pressure,"i used several medications before my cardiologist prescribed diovan.
i have had wonderful results  no side effects of any type and would suggest
diovan to anyone needing their blood pressure controlled. i consider this
medication a miracle! it has been for me! i m    years old and have used it for
  years.",10,109,2.0,9.477719637534062,9
40340,savella,ibromyalgia,i started taking savella about   years ago and still use it today. i started taking it in the drug testing phase before it was released to the public. i started out on only    mg   times daily and slowly built up to    mg in the morning and    mg at night. in the beginning the side effects were nausea  dry mouth and headache.   after a couple of years..high blood pressure too now managed with meds. the benefits far outweigh the side effects. i ride my bike   miles a day and work    hours a week at a physically demanding job. stick with it until the side effects subside. it will be worth it.,10,115,1.0,9.500427479380408,9
160412,buspirone,anxiety,tried all the benzodiazepines with no luck. then they tried buspar and it changed my life.,10,115,1.0,9.500427479380408,9
209654,donepezil,mild cognitive impairment,within   days of a   mg dose my husband was a different person with a zest for life and stopping his       shuffle       walk to a brisk walking pace.  his mind is clear to tackle his income tax return though his short term memory is still impaired but we can live with that.,10,114,1.5,9.496780964631359,9
156190,cialis,erectile dysfunction,i      m    and started noticing general loss of libido around age     and severe ed around age   .  led a very wild drinking lifestyle since my         s  but don      t smoke  and my doctor felt that i did some major damage to my testicles and penis nerve endings from all the drinking.  just an fyi - i didn      t know drinking could do that to you ...  anyhow  he gave me a sample pack of   mg tabs and i tried half of one the first time.  wow.  all of a sudden everything worked great again - it was like a miracle and i      d be good to go until mid-sunday.  ,10,114,1.0,9.496780964631359,9
232033,trazodone,sedation,i was given this drug   years ago for insomnia after withdrawal from drug/alcohol abuse.  this drug has changed me so much i don      t ever want to get off of it.  i take    -   mg every night experiencing deep sleep with weird dreams that i like.  a calm hungover feeling in the morning which dissipates into just a calmness for the rest of the day.  i think well  have lowered anxiety  and a positive feeling toward life.  if you really want to be your old self you can still muster it from within when needed though  then return back to the comfortable altered state afterward when you want to.  ,10,114,1.2,9.496780964631359,9
46027,phendimetrazine,obesity,i have been taking this now for two months. i am currently at    lbs weight loss and i feel better than ever. it works great as an appetite suppressant  i don      t have any of those carbohydrate cravings and my energy and focus are through the roof. i have no jitters  restlessness  or any of the side effects mentioned. i am very happy with this product. in addition to the medication i have been on a high protein  low fat  low carb diet with occasional exercise. i try to exercise at least   days a week  but it usually ends up being   to   days a week because something always comes up. i have been on diets and pills for    years and this is the first thing that has ever worked for me and been pleasant too. would recommend to anyone.,10,113,1.17,9.493080824665412,9
229670,lurasidone,bipolar disorde,latuda so far has been the best medicine i      ve taken.  geodon made me really shaky but not with latuda.  i have not gained any weight  more focused  more energy.  i am able to complete my tasks throughout the day.  overall i feel happy and don      t find the need to want to lie around all day and watch t.v. i am very pleased with latuda.,10,113,1.33,9.493080824665412,9
111441,ledipasvir   sofosbuvir,hepatitis c,just finished my fourth week of harvoni. no side effects worth mentioning. nice surprises  eye whites became white the second week  urine pale yellow  my limbs and joints feel lighter  i have great energy  anxiety which was ever present melted away  i sleep better and wake rested  i have a real appetite (not because of or to quench nausea - which is gone too). i feel like i am brand new.  mental sharpness  clarity and concentration much better too. had the darn disease so long i forgot what feeling good really meant.  st blood test tomorrow  i started at    million.... i      ll be a monkeys uncle if it      s not working. i feel fantastic! thank you gilead  my hero.,10,119,4.0,9.514499944749971,9
86617,invokana,"diabetes, type 2",been on invokana since august         . i      ve lost    pounds since then  amp  been able to discontinue taking my glimepiride (within   days of starting the invokana)  cut my metformin in half to     mg in the morning only   amp  have begun cutting the insulin from    units at bedtime to    or less. i still take victoza in the morning. my a c has gone from   .  to  .  and my triglycerides are near the top of the normal range. i have tried bydureon  amp  byetta  but invokana has been the first real successful medicine to help get my diabetes under control. along with healthy eating choices  amp  exercise  i am under    lbs for the first time in too many years to count. if i can do this  so can you!,10,121,1.33,9.52124300107289,9
6001,flecainide,atrial fibrillation,"i am    male  my atrial fibrillation was getting worse  then on oct       i did not feel very well  so walked to the er to have them take a look. well  they said my heart rate was     and irregular  so they kept me there for   days  giving me medicine to slow it down. then discharged with diltiazem once a day. after   months  doc said let      s try to fix the rhythm with cardioversion  so he gave me blood thinner for a month  and flecainide   days before the cardioversion. on the day i was supposed to be cardioverted  my heart was back to sinus rhythm due to flecainide. so doc told me to stay with flecainide    mg twice a day. been   months now  feeling good  always in sinus.
tomorrow going to see doc and ask him if i can go with   mg twice daily  or entirely off.",10,121,1.0,9.52124300107289,9
141690,escitalopram,depression,after trying numerous ssri      s and mood stabilizers and ready to give up  i tried lexapro. it was new and just on the market. i love it. it has completely turned me around. i      m normal again. its good for anxiety too. no bad side effects. no weight gain. its wonderful to have finally found a medicine that actually works. i hope it never stops working.,10,123,2.0,9.527801316126686,9
75692,l-methylfolate,borderline personality disorde,deplin has given me my life back. it has enabled me to gain control of my emotional roller coaster  my anger outbursts and become a more down to earth person who is now approachable - when before i wasn      t. i was lucky  my therapist recommended me to be tested for mthfr because i also have factor v leiden and mthfr is found higher in those with factor v (both are genetic disorders). after my results  she gave me deplin and the next day i woke up a new person. my husband and family are amazed and i      m now capable of being the wife and mother that i want to be. i am so happy - and so amazed. and i feel whole again.,10,131,1.75,9.552331117886338,9
57717,acetaminophen   hydrocodone,pain,i was diagnosed with fibromyalgia about seven years ago.  i have taken norco as prescribed by my physician along with other medications.  norco has improved my quality of life    % as it allows me to manage down my pain level so that i am capable of conducting everyday living without that heavy narcotic side effects i.e.  feeling  quot high quot   sleepiness  nausea  abdominal discomfort.  i think i have developed a mild physical or mental dependence due to the length of time that i      ve been on the medicine. first and foremost i take the medicine as directed and i do not wait until my pain level is at a    before i act otherwise it      s effects are limited.  norco has been very helpful in giving me my like back!,10,130,1.0,9.549405177480367,9
2247,metformin,insulin resistance syndrome,i      ve only been on metformin for about a month and a half  i      ve lost about   lbs  which is pretty cool  because i      ve never had any success with calorie counting or different diets. i do have stomach cramps   occasional diarrhea   and dizziness but nothing too bad. im only on    mg twice daily. i      m actually really amazed with this medication   it makes me feel fine  i have my energy back  not constantly craving sweets and caffeine   overall i have to give it a ten.,10,130,1.5,9.549405177480367,9
225128,bupropion,depression,i have anxiety and depression. i tried ssris and they just masked the depression and caused sexual side effects. wellbutrin xl helped me feel much better and i didn      t have negative sexual side effects. best sex i      ve ever had on wellbutrin xl.  now with the future i think about  feel optimistic about and am  planning for it . i don      t have anxiety like i had. i am more philosophical   quot tomorrow will be a better day. i      m motivated to accomplish things. i wish i had found this med years ago.,10,129,1.5,9.546440737858527,9
